ATF	1.0
31	41
"Checksum_ImageFile=9af1db4c0f1930d680dfd2d4245ca79b"
"Checksum_ResultFile=f22e1e59b8203700516803ce3223a004"
"Type=Mapix Results 2"
"DateTime=2021/04/15 19:23:11"
"ConfigFile="
"GalFile=L:\RPPA Service\Platform_Projects\2021-02-09_JPL_CoV-Array-7\64 pad grid.gal"
"PixelSize=5"
"Wavelengths=785, 670"
"ImageFiles=L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA0133_12860-V2 A01-D12_IgA_785\Joseph_2021-04-15_19h22m59_5µm_785nmGain000.tif, L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA01161_FastGreen\Joseph_2021-04-06_14h19m00_5µm.tif"
"GrinddingParameters=Find mode = Grid + Blocks + Spots | Max. diameter (% Dth) = 200.0 | Min. diameter (% Dth) = 50.0 | Max position offset (% pitch) = 30"
"QuantificationParameter=S/B border width (pixels) = 2.0 | Background diameter (pitch) = 2.0"
"JpegImage=L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA0133_12860-V2 A01-D12_IgA_785\Joseph_2021-04-15_19h22m59_5µm_785nmGain000.jpg"
"RatioFormulations=W2/W1 (670/785)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"Normalization=None"
"ImageOrigin=3680, 2560"
"ImageSize=17760.0, 71040.0"
"JpegOrigin=4615, 2705"
"JpegBrightness=30"
"JpegContrast=79"
"JpegBalance=28"
"Creator=Mapix 9.0.0"
"Scanner=ir710IVD IR0H8_IVD 717045"
"Temperature=32.8"
"Comment="
"Velocity=35 l/s"
"LaserPower=20.0, 5.0"
"PMTGain=0, 10"
"BatchFilename=L:\RPPA Service\InnooScan\Batch methods\CoV_Array image_processing.mbt"
"Block"	"Column"	"Row"	"X"	"Y"	"Dia."	"Flags"	"ID"	"F670 Median - B670"	"F670 Mean - B670"	"F670 Total Intensity"	"F785 Mean"	"F785 Median"	"F785 SD"	"F785 |log Mean/Median|"	"F785 CV"	"B785"	"B785 Mean"	"B785 Median"	"B785 SD"	"B785 |log Mean/Median|"	"B785 CV"	"% > B785+1SD"	"% > B785+2SD"	"F785 % Sat."	"F785 Median - B785"	"F785 Mean - B785"	"F785 Total Intensity"	"SNR 785"	"ExcludedMean 785"	"ExcludedMedian 785"	"Ratio of Medians (670/785)"	"Ratio of Means (670/785)"	"Median of Ratios (670/785)"	"Mean of Ratios (670/785)"	"Ratios SD (670/785)"	"Sum of Medians (670/785)"	"Sum of Means (670/785)"	"Log Ratio (670/785)"	"Rgn Ratio (670/785)"	"Rgn R2 (670/785)"
8	1	3	18328.00	8007.00	150.95	0	Spot (Block8, Row3, Column1)	50701.00	50633.99	40917860.00	90.54	90.00	10.90	0.00	0.12	89.00	89.20	89.00	11.64	0.00	0.13	19.00	2.00	0.00	1.00	1.54	56586.00	0.12	97.10	99.00	50701.00	32930.58	0.00	0.00	0.00	50702.00	50635.53	15.63	0.24	0.06
8	2	3	18629.00	8004.00	133.70	0	Spot (Block8, Row3, Column2)	50302.00	46672.28	30024260.00	95.10	96.00	10.04	0.00	0.11	87.00	87.66	87.00	11.91	0.00	0.14	41.00	4.00	0.00	9.00	8.10	46122.00	0.62	91.20	91.00	5589.11	5764.21	0.00	0.00	0.00	50311.00	46680.38	12.45	0.84	0.70
8	3	3	18910.00	8007.00	137.15	0	Spot (Block8, Row3, Column3)	14042.50	14456.43	15161242.00	85.44	87.00	8.10	0.01	0.09	90.00	90.23	90.00	12.35	0.00	0.14	0.00	0.00	0.00	-3.00	-4.56	43574.00	-0.39	86.91	87.00	-4680.83	-3169.72	0.00	0.00	0.00	14039.50	14451.87	100000.00	0.95	0.91
8	4	3	19220.00	8003.00	138.70	0	Spot (Block8, Row3, Column4)	50125.00	48825.43	33338440.00	108.48	109.00	10.15	0.00	0.09	90.00	90.65	90.00	10.95	0.00	0.12	79.00	42.00	0.00	19.00	18.48	56301.00	1.63	96.18	98.00	2638.16	2642.10	0.00	0.00	0.00	50144.00	48843.91	11.37	0.74	0.55
8	5	3	19529.00	8007.00	133.85	0	Spot (Block8, Row3, Column5)	49513.00	49073.93	31246264.00	98.97	100.00	11.05	0.00	0.11	91.00	91.56	91.00	11.63	0.00	0.13	36.00	9.00	0.00	9.00	7.97	47506.00	0.64	91.58	91.00	5501.44	6156.69	0.00	0.00	0.00	49522.00	49081.90	12.43	0.53	0.28
8	6	3	19824.00	8003.00	139.80	0	Spot (Block8, Row3, Column6)	40943.50	39278.77	29522648.00	160.74	170.00	44.77	0.02	0.28	91.00	96.86	91.00	27.19	0.03	0.28	69.00	56.00	0.00	79.00	69.74	84873.00	2.35	137.46	114.00	518.27	563.18	0.00	0.00	0.00	41022.50	39348.51	9.02	0.98	0.96
8	7	3	20125.00	8010.00	138.95	0	Spot (Block8, Row3, Column7)	49109.00	47145.80	33248304.00	96.89	98.00	11.83	0.00	0.12	87.00	91.72	87.00	26.02	0.02	0.28	6.00	0.00	0.00	11.00	9.89	50672.00	0.20	89.64	91.00	4464.45	4768.37	0.00	0.00	0.00	49120.00	47155.69	12.12	0.72	0.52
8	8	3	20426.00	8000.00	144.60	0	Spot (Block8, Row3, Column8)	49907.00	45014.03	34748156.00	156.52	179.00	57.13	0.06	0.37	86.00	89.87	86.00	23.00	0.02	0.26	67.00	60.00	0.00	93.00	70.52	89687.00	2.90	123.90	115.00	536.63	638.30	0.00	0.00	0.00	50000.00	45084.55	9.07	0.87	0.75
8	1	4	18326.00	8302.00	138.80	0	Spot (Block8, Row4, Column1)	50643.00	49382.15	33679912.00	98.91	99.00	10.59	0.00	0.11	90.00	89.61	90.00	10.79	0.00	0.12	44.00	14.00	0.00	9.00	8.91	51831.00	0.86	94.79	94.00	5627.00	5539.76	0.00	0.00	0.00	50652.00	49391.06	12.46	0.61	0.37
8	2	4	18619.00	8303.00	149.60	0	Spot (Block8, Row4, Column2)	26907.50	25996.89	25147536.00	90.99	85.00	18.80	0.03	0.21	92.00	95.87	92.00	26.15	0.02	0.27	11.00	0.00	0.00	-7.00	-1.01	55867.00	-0.19	93.35	90.00	-3843.93	-25703.91	0.00	0.00	0.00	26900.50	25995.88	100000.00	0.96	0.93
8	3	4	18921.00	8302.00	142.85	0	Spot (Block8, Row4, Column3)	50563.00	50563.00	35913472.00	114.42	113.00	19.45	0.01	0.17	92.00	93.40	92.00	14.74	0.01	0.16	59.00	31.00	0.00	21.00	22.42	62700.00	1.43	109.75	104.00	2407.76	2255.66	0.00	0.00	0.00	50584.00	50585.42	11.23	1.00	1.00
8	4	4	19207.00	8303.00	145.40	0	Spot (Block8, Row4, Column4)	50494.00	50224.94	37267164.00	88.51	87.00	8.92	0.01	0.10	92.00	92.40	92.00	12.81	0.00	0.14	5.00	0.00	0.00	-5.00	-3.49	50542.00	-0.30	94.81	93.00	-10098.80	-14411.27	0.00	0.00	0.00	50489.00	50221.46	100000.00	0.33	0.11
8	5	4	19545.00	8290.00	239.10	0	Spot (Block8, Row4, Column5)	2439.50	3056.50	30907584.00	87.58	87.00	9.57	0.00	0.11	90.00	91.41	90.00	13.42	0.01	0.15	3.00	0.00	0.00	-3.00	-2.42	144244.00	-0.29	86.46	85.00	-813.17	-1262.94	0.00	0.00	0.00	2436.50	3054.08	100000.00	0.64	0.42
8	6	4	19829.00	8305.00	178.60	0	Spot (Block8, Row4, Column6)	49078.50	45685.18	54995960.00	106.45	107.00	11.95	0.00	0.11	88.00	88.57	88.00	12.28	0.00	0.14	68.00	30.00	0.00	19.00	18.45	94209.00	1.46	103.84	101.00	2583.08	2476.05	0.00	0.00	0.00	49097.50	45703.63	11.33	0.79	0.62
8	7	4	20130.00	8300.00	145.60	0	Spot (Block8, Row4, Column7)	38569.50	36838.71	30771176.00	96.80	97.00	6.44	0.00	0.07	89.00	103.24	89.00	76.41	0.06	0.74	0.00	0.00	0.00	8.00	7.80	56241.00	-0.08	95.54	94.00	4821.19	4722.70	0.00	0.00	0.00	38577.50	36846.51	12.24	0.95	0.90
8	8	4	20425.00	8301.00	138.40	0	Spot (Block8, Row4, Column8)	49918.50	48922.30	33302272.00	97.92	98.00	9.68	0.00	0.10	87.00	89.49	87.00	21.32	0.01	0.24	13.00	0.00	0.00	11.00	10.92	50527.00	0.40	91.34	92.00	4538.05	4479.84	0.00	0.00	0.00	49929.50	48933.22	12.15	0.74	0.55
8	1	5	18331.00	8605.00	136.25	0	Spot (Block8, Row5, Column1)	50764.50	50756.25	32763616.00	93.63	93.00	14.78	0.00	0.16	92.00	94.60	92.00	17.36	0.01	0.18	19.00	0.00	0.00	1.00	1.63	46816.00	-0.06	90.03	89.00	50764.50	31100.57	0.00	0.00	0.00	50765.50	50757.88	15.63	0.10	0.01
8	2	5	18628.00	8604.00	142.70	0	Spot (Block8, Row5, Column2)	50880.00	49697.72	35522988.00	166.92	183.00	55.52	0.04	0.33	95.00	110.61	95.00	55.95	0.07	0.51	57.00	27.00	0.00	88.00	71.92	92138.00	1.01	140.89	109.50	578.18	691.05	0.00	0.00	0.00	50968.00	49769.64	9.18	0.49	0.24
8	3	5	18925.00	8603.00	158.80	0	Spot (Block8, Row5, Column3)	51024.00	47639.39	43319228.00	109.61	106.00	21.21	0.01	0.19	94.00	99.56	94.00	29.62	0.02	0.30	28.00	1.00	0.00	12.00	15.61	76398.00	0.34	104.06	94.50	4252.00	3051.90	0.00	0.00	0.00	51036.00	47655.00	12.05	0.49	0.24
8	4	5	19224.00	8605.00	143.05	0	Spot (Block8, Row5, Column4)	50697.00	50654.26	36741460.00	94.15	94.00	8.45	0.00	0.09	93.00	92.95	93.00	12.92	0.00	0.14	10.00	0.00	0.00	1.00	1.15	52816.00	0.09	91.55	91.00	50697.00	44194.61	0.00	0.00	0.00	50698.00	50655.41	15.63	0.21	0.05
8	5	5	19529.00	8603.00	141.35	0	Spot (Block8, Row5, Column5)	50232.00	50230.66	35388456.00	124.07	119.00	26.47	0.02	0.21	92.00	92.60	92.00	13.27	0.00	0.14	69.00	50.00	0.00	27.00	32.07	66996.00	2.37	106.19	97.50	1860.44	1566.44	0.00	0.00	0.00	50259.00	50262.72	10.86	0.07	0.01
8	6	5	19829.00	8602.00	142.40	0	Spot (Block8, Row5, Column6)	49567.00	48655.77	35737236.00	90.11	89.00	10.12	0.01	0.11	88.00	88.99	88.00	15.94	0.00	0.18	9.00	0.00	0.00	1.00	2.11	49831.00	0.07	95.33	96.00	49567.00	23056.27	0.00	0.00	0.00	49568.00	48657.88	15.60	0.47	0.23
8	7	5	20131.00	8601.00	168.95	0	Spot (Block8, Row5, Column7)	49794.00	44236.17	47682320.00	341.67	369.00	211.95	0.03	0.62	89.00	103.60	89.00	76.88	0.07	0.74	67.00	56.00	0.00	280.00	252.67	271625.00	3.10	257.27	132.00	177.84	175.08	86.45	88.10	0.06	50074.00	44488.84	7.47	0.57	0.33
8	8	5	20429.00	8605.00	139.60	0	Spot (Block8, Row5, Column8)	50166.00	50148.88	34397156.00	99.25	100.00	10.73	0.00	0.11	89.00	100.37	89.00	68.38	0.05	0.68	0.00	0.00	0.00	11.00	10.25	52105.00	-0.02	90.31	90.00	4560.55	4893.71	0.00	0.00	0.00	50177.00	50159.13	12.15	0.21	0.04
8	1	6	18327.00	8904.00	139.25	0	Spot (Block8, Row6, Column1)	50885.00	46144.98	31978388.00	120.19	119.00	24.69	0.00	0.21	94.00	97.17	94.00	22.14	0.01	0.23	53.00	23.00	0.00	25.00	26.19	63219.00	1.04	118.97	106.50	2035.40	1762.05	0.00	0.00	0.00	50910.00	46171.16	10.99	0.78	0.61
8	2	6	18618.00	8905.00	146.05	0	Spot (Block8, Row6, Column2)	51092.00	46046.29	35144556.00	229.20	210.00	110.36	0.04	0.48	95.00	108.91	95.00	53.95	0.06	0.50	64.00	52.00	0.00	115.00	134.20	133166.00	2.23	198.42	125.00	444.28	343.11	0.00	0.00	0.00	51207.00	46180.49	8.80	0.72	0.52
8	3	6	18903.00	8899.00	137.95	0	Spot (Block8, Row6, Column3)	51136.00	49638.73	32979676.00	104.25	104.00	9.37	0.00	0.09	93.00	103.66	93.00	51.66	0.05	0.50	0.00	0.00	0.00	11.00	11.25	53688.00	0.01	101.06	100.00	4648.73	4412.90	0.00	0.00	0.00	51147.00	49649.98	12.18	0.72	0.51
8	4	6	19226.00	8903.00	138.15	0	Spot (Block8, Row6, Column4)	51045.00	51026.91	33872500.00	89.52	89.00	8.31	0.00	0.09	93.00	93.05	93.00	10.64	0.00	0.11	7.00	0.00	0.00	-4.00	-3.48	46280.00	-0.33	91.67	90.00	-12761.25	-14647.92	0.00	0.00	0.00	51041.00	51023.42	100000.00	0.12	0.02
8	5	6	19529.00	8905.00	135.45	0	Spot (Block8, Row6, Column5)	50488.00	50486.22	32373648.00	96.67	98.00	13.60	0.01	0.14	92.00	92.21	92.00	10.98	0.00	0.12	34.00	10.00	0.00	6.00	4.67	47754.00	0.41	96.69	96.00	8414.67	10815.35	0.00	0.00	0.00	50494.00	50490.89	13.04	0.09	0.01
8	6	6	19827.00	8902.00	134.95	0	Spot (Block8, Row6, Column6)	49995.00	47121.82	30579180.00	95.08	95.00	9.62	0.00	0.10	89.00	100.24	89.00	55.77	0.05	0.56	0.00	0.00	0.00	6.00	6.08	46399.00	-0.09	92.04	90.50	8332.50	7750.40	0.00	0.00	0.00	50001.00	47127.90	13.02	0.75	0.56
8	7	6	20120.00	8902.00	143.40	0	Spot (Block8, Row6, Column7)	50098.00	50098.00	36699904.00	90.27	90.00	8.40	0.00	0.09	87.00	88.37	87.00	18.47	0.01	0.21	4.00	0.00	0.00	3.00	3.27	50549.00	0.10	92.67	92.00	16699.33	15338.90	0.00	0.00	0.00	50101.00	50101.27	14.03	1.00	1.00
8	8	6	20435.00	8906.00	138.75	0	Spot (Block8, Row6, Column8)	50218.00	50197.68	34198928.00	89.92	92.00	10.65	0.01	0.12	88.00	88.15	88.00	12.17	0.00	0.14	14.00	0.00	0.00	4.00	1.92	46939.00	0.15	87.14	86.50	12554.50	26124.82	0.00	0.00	0.00	50222.00	50199.60	13.62	0.11	0.01
8	1	7	18326.00	9204.00	146.10	0	Spot (Block8, Row7, Column1)	38075.00	37807.46	30124004.00	99.24	99.00	12.93	0.00	0.13	90.00	90.84	90.00	12.23	0.00	0.13	37.00	12.00	0.00	9.00	9.24	57359.00	0.69	90.58	90.50	4230.56	4093.04	0.00	0.00	0.00	38084.00	37816.70	12.05	0.96	0.93
8	2	7	18617.00	9203.00	135.65	0	Spot (Block8, Row7, Column2)	51168.00	48865.39	31110556.00	96.78	97.00	9.02	0.00	0.09	92.00	92.17	92.00	12.76	0.00	0.14	22.00	0.00	0.00	5.00	4.78	47618.00	0.36	97.16	100.00	10233.60	10213.16	0.00	0.00	0.00	51173.00	48870.18	13.32	0.73	0.54
8	3	7	18922.00	9208.00	189.40	0	Spot (Block8, Row7, Column3)	11613.00	14773.76	29701492.00	89.39	91.00	10.37	0.01	0.12	91.00	90.83	91.00	11.89	0.00	0.13	9.00	0.00	0.00	0.00	-1.61	90821.00	-0.12	89.55	89.00	100000.00	-9180.51	0.00	0.00	0.00	11613.00	14772.15	100000.00	0.88	0.78
8	4	7	19225.00	9204.00	136.35	0	Spot (Block8, Row7, Column4)	50988.00	45945.55	30367468.00	87.91	88.00	9.29	0.00	0.11	92.00	93.11	92.00	22.98	0.01	0.25	0.00	0.00	0.00	-4.00	-4.09	44132.00	-0.23	92.30	92.00	-12747.00	-11240.10	0.00	0.00	0.00	50984.00	45941.47	100000.00	0.81	0.65
8	5	7	19528.00	9202.00	147.85	0	Spot (Block8, Row7, Column5)	50552.00	49754.45	38842808.00	97.07	96.00	13.57	0.00	0.14	92.00	92.88	92.00	18.51	0.00	0.20	17.00	0.00	0.00	4.00	5.07	58241.00	0.23	99.23	101.00	12638.00	9816.72	0.00	0.00	0.00	50556.00	49759.52	13.63	0.48	0.23
8	6	7	19825.00	9203.00	145.65	0	Spot (Block8, Row7, Column6)	34331.50	34570.12	28725812.00	258.23	269.50	140.63	0.02	0.54	91.00	105.52	91.00	59.48	0.06	0.56	63.00	53.00	0.00	178.50	167.23	148740.00	2.57	205.23	110.50	192.33	206.72	53.90	53.90	0.00	34510.00	34737.36	7.59	0.96	0.93
8	7	7	20135.00	9197.00	150.30	0	Spot (Block8, Row7, Column7)	39964.50	38134.76	33016396.00	88.67	89.00	6.91	0.00	0.08	88.00	97.66	88.00	50.08	0.05	0.51	0.00	0.00	0.00	1.00	0.67	55152.00	-0.18	85.07	86.00	39964.50	57018.99	0.00	0.00	0.00	39965.50	38135.43	15.29	0.95	0.91
8	8	7	20424.00	9203.00	147.00	-50	Spot (Block8, Row7, Column8)	-385.00	-317.71	8672508.00	104.81	105.00	8.92	0.00	0.09	87.00	87.19	87.00	12.06	0.00	0.14	74.00	23.00	0.00	18.00	17.81	61945.00	1.46	97.51	97.00	-21.39	-17.83	12.32	12.40	0.44	-367.00	-299.89	100000.00	0.96	0.93
8	1	8	18321.00	9512.00	161.25	0	Spot (Block8, Row8, Column1)	51190.00	47615.30	44549884.00	99.29	94.00	18.49	0.02	0.19	90.00	90.11	90.00	11.24	0.00	0.12	33.00	23.00	0.00	4.00	9.29	71390.00	0.82	103.32	101.00	12797.50	5125.06	0.00	0.00	0.00	51194.00	47624.59	13.64	0.63	0.40
8	2	8	18626.00	9502.00	137.95	0	Spot (Block8, Row8, Column2)	51419.00	49192.74	32667552.00	104.20	104.00	8.46	0.00	0.08	92.00	92.48	92.00	11.93	0.00	0.13	53.00	8.00	0.00	12.00	12.20	53768.00	0.98	101.23	101.00	4284.92	4031.68	0.00	0.00	0.00	51431.00	49204.94	12.07	0.72	0.52
8	3	8	18933.00	9503.00	135.80	0	Spot (Block8, Row8, Column3)	51199.00	51030.91	32422224.00	92.54	92.00	8.77	0.00	0.09	92.00	92.39	92.00	10.80	0.00	0.12	15.00	0.00	0.00	0.00	0.54	45898.00	0.01	97.99	99.50	100000.00	95154.90	0.00	0.00	0.00	51199.00	51031.45	100000.00	0.39	0.15
8	4	8	19218.00	9502.00	176.20	0	Spot (Block8, Row8, Column4)	50892.00	50730.76	56810408.00	159.97	103.00	98.95	0.19	0.62	90.00	91.76	90.00	23.07	0.01	0.25	39.00	32.00	0.00	13.00	69.97	139017.00	2.96	154.95	94.00	3914.77	725.00	0.00	0.00	0.00	50905.00	50800.73	11.93	0.11	0.01
8	5	8	19513.00	9503.00	144.50	0	Spot (Block8, Row8, Column5)	50612.00	50370.55	36956452.00	93.04	93.00	7.53	0.00	0.08	90.00	92.05	90.00	22.49	0.01	0.24	0.00	0.00	0.00	3.00	3.04	52662.00	0.04	92.13	92.00	16870.67	16556.17	0.00	0.00	0.00	50615.00	50373.59	14.04	0.44	0.20
8	6	8	19829.00	9502.00	146.70	0	Spot (Block8, Row8, Column6)	50755.00	50422.34	38339304.00	149.24	101.50	78.16	0.17	0.52	90.00	92.74	90.00	21.85	0.01	0.24	43.00	35.00	0.00	11.50	59.24	87752.00	2.59	139.67	98.00	4413.48	851.18	0.00	0.00	0.00	50766.50	50481.58	12.11	0.14	0.02
8	7	8	20112.00	9502.00	147.10	0	Spot (Block8, Row8, Column7)	51119.00	51112.60	38793264.00	103.21	104.00	11.62	0.00	0.11	88.00	90.37	88.00	21.83	0.01	0.24	34.00	0.00	0.00	16.00	15.21	61103.00	0.59	95.92	96.00	3194.94	3359.46	0.00	0.00	0.00	51135.00	51127.81	11.64	0.18	0.03
8	8	8	20402.00	9504.00	147.30	0	Spot (Block8, Row8, Column8)	50850.00	50753.70	38543724.00	89.92	90.00	10.01	0.00	0.11	87.00	87.86	87.00	10.56	0.00	0.12	23.00	2.00	0.00	3.00	2.92	52964.00	0.20	93.20	92.00	16950.00	17370.11	0.00	0.00	0.00	50853.00	50756.62	14.05	0.16	0.03
9	1	1	4829.00	11916.00	167.15	0	Spot (Block9, Row1, Column1)	54696.00	54674.02	50773104.00	351.33	110.00	515.40	0.50	1.47	99.00	151.63	99.00	254.60	0.19	1.68	20.00	19.00	0.00	11.00	252.33	272282.00	0.78	348.93	103.00	4972.36	216.68	46.12	52.88	0.18	54707.00	54926.35	12.28	0.03	0.00
9	2	1	5131.00	11913.00	135.30	0	Spot (Block9, Row1, Column2)	26384.00	26387.14	18359580.00	115.54	99.00	35.63	0.07	0.31	97.00	125.69	97.00	181.15	0.11	1.44	0.00	0.00	0.00	2.00	18.54	57076.00	-0.06	120.52	102.00	13192.00	1423.37	0.00	0.00	0.00	26386.00	26405.68	13.69	0.92	0.84
9	3	1	5431.00	11914.00	135.35	0	Spot (Block9, Row1, Column3)	54564.00	52399.05	31368400.00	105.06	104.00	11.40	0.00	0.11	98.00	100.75	98.00	19.68	0.01	0.20	17.00	0.00	0.00	6.00	7.06	52005.00	0.22	105.50	104.00	9094.00	7421.32	0.00	0.00	0.00	54570.00	52406.12	13.15	0.63	0.40
9	4	1	5724.00	11911.00	133.35	0	Spot (Block9, Row1, Column4)	54337.00	47338.56	27805032.00	108.53	108.00	11.59	0.00	0.11	98.00	99.97	98.00	14.81	0.01	0.15	35.00	6.00	0.00	10.00	10.53	51552.00	0.58	106.76	105.00	5433.70	4495.37	0.00	0.00	0.00	54347.00	47349.09	12.41	0.84	0.70
9	5	1	6025.00	11910.00	143.70	0	Spot (Block9, Row1, Column5)	54227.00	54225.71	36830252.00	105.59	105.00	11.67	0.00	0.11	99.00	105.99	99.00	34.71	0.03	0.33	0.00	0.00	0.00	6.00	6.59	59340.00	-0.01	105.58	106.00	9037.83	8232.00	0.00	0.00	0.00	54233.00	54232.30	13.14	0.10	0.01
9	6	1	6318.00	11914.00	137.85	0	Spot (Block9, Row1, Column6)	38960.50	38190.22	25741936.00	104.45	96.00	28.07	0.04	0.27	99.00	106.17	99.00	29.97	0.03	0.28	10.00	8.00	0.00	-3.00	5.45	53898.00	-0.06	116.25	99.50	-12986.83	7002.89	0.00	0.00	0.00	38957.50	38195.68	100000.00	0.62	0.39
9	7	1	6602.00	11918.00	139.00	0	Spot (Block9, Row1, Column7)	53786.00	45967.02	30301120.00	130.84	111.00	54.25	0.07	0.41	100.00	112.88	100.00	68.39	0.05	0.61	16.00	8.00	0.00	11.00	30.84	68693.00	0.26	148.70	107.00	4889.64	1490.32	0.00	0.00	0.00	53797.00	45997.87	12.26	0.42	0.18
9	8	1	6927.00	11905.00	150.30	0	Spot (Block9, Row1, Column8)	53818.00	53806.67	40690564.00	707.50	130.00	944.90	0.74	1.34	101.00	177.97	101.00	387.95	0.25	2.18	31.00	28.00	0.00	29.00	606.50	439360.00	1.36	644.44	112.00	1855.79	88.72	28.62	33.34	0.18	53847.00	54413.18	10.86	0.04	0.00
9	1	2	4820.00	12217.00	232.65	0	Spot (Block9, Row2, Column1)	6734.00	6962.93	27575620.00	94.62	95.00	11.30	0.00	0.12	95.00	100.50	95.00	27.11	0.02	0.27	1.00	0.00	0.00	0.00	-0.38	147040.00	-0.22	91.07	90.50	100000.00	-18339.46	0.00	0.00	0.00	6734.00	6962.55	100000.00	0.98	0.96
9	2	2	5128.00	12212.00	148.80	0	Spot (Block9, Row2, Column2)	54934.00	54718.30	39583844.00	100.95	89.00	29.99	0.05	0.30	92.00	95.02	92.00	17.88	0.01	0.19	22.00	13.00	0.00	-3.00	8.95	61173.00	0.33	102.37	91.00	-18311.33	6116.82	0.00	0.00	0.00	54931.00	54727.25	100000.00	0.13	0.02
9	3	2	5413.00	12205.00	133.65	0	Spot (Block9, Row2, Column3)	54663.00	51490.74	30059044.00	91.28	91.00	10.27	0.00	0.11	94.00	100.58	94.00	32.12	0.03	0.32	0.00	0.00	0.00	-3.00	-2.72	43996.00	-0.29	93.07	92.00	-18221.00	-18916.56	0.00	0.00	0.00	54660.00	51488.02	100000.00	0.72	0.52
9	4	2	5721.00	12209.00	142.35	0	Spot (Block9, Row2, Column4)	40155.50	39078.03	27650792.00	104.18	103.00	13.35	0.00	0.13	97.00	104.23	97.00	32.96	0.03	0.32	3.00	0.00	0.00	6.00	7.18	57301.00	-0.00	100.48	101.00	6692.58	5439.86	0.00	0.00	0.00	40161.50	39085.21	12.71	0.94	0.88
9	5	2	6026.00	12207.00	188.25	0	Spot (Block9, Row2, Column5)	5900.00	6908.54	18478940.00	135.24	105.00	66.89	0.11	0.49	98.00	111.67	98.00	58.25	0.06	0.52	30.00	14.00	0.00	7.00	37.24	134833.00	0.40	140.80	109.00	842.86	185.52	89.41	88.63	0.04	5907.00	6945.78	9.72	0.91	0.83
9	6	2	6323.00	12208.00	142.15	0	Spot (Block9, Row2, Column6)	53610.50	53283.41	35669016.00	99.87	99.00	14.89	0.00	0.15	101.00	132.59	101.00	92.42	0.12	0.70	0.00	0.00	0.00	-2.00	-1.13	54627.00	-0.35	100.10	97.00	-26805.25	-47009.80	0.00	0.00	0.00	53608.50	53282.28	100000.00	0.34	0.11
9	7	2	6621.00	12211.00	138.85	0	Spot (Block9, Row2, Column7)	53614.00	50661.11	32730684.00	101.93	100.00	12.93	0.01	0.13	101.00	110.74	101.00	50.96	0.04	0.46	0.00	0.00	0.00	-1.00	0.93	53311.00	-0.17	97.05	96.50	-53614.00	54294.79	0.00	0.00	0.00	53613.00	50662.04	100000.00	0.70	0.50
9	8	2	6921.00	12211.00	250.05	0	Spot (Block9, Row2, Column8)	22505.50	24312.85	65419448.00	102.72	103.00	13.26	0.00	0.13	101.00	101.16	101.00	13.10	0.00	0.13	18.00	2.00	0.00	2.00	1.72	185930.00	0.12	103.17	102.00	11252.75	14104.58	0.00	0.00	0.00	22507.50	24314.57	13.46	0.86	0.74
9	1	3	4827.00	12510.00	149.35	0	Spot (Block9, Row3, Column1)	54785.00	54779.17	40235264.00	109.05	94.00	38.68	0.06	0.35	95.00	105.12	95.00	35.90	0.04	0.34	17.00	15.00	0.00	-1.00	14.05	66958.00	0.11	113.09	94.00	-54785.00	3898.29	0.00	0.00	0.00	54784.00	54793.22	100000.00	0.07	0.00
9	2	3	5128.00	12508.00	133.55	0	Spot (Block9, Row3, Column2)	53965.50	44624.47	26562136.00	96.96	98.00	7.58	0.00	0.08	92.00	101.83	92.00	33.56	0.04	0.33	0.00	0.00	0.00	6.00	4.96	46543.00	-0.14	94.89	94.00	8994.25	8988.56	0.00	0.00	0.00	53971.50	44629.44	13.13	0.90	0.81
9	3	3	5403.00	12503.00	143.55	0	Spot (Block9, Row3, Column3)	6878.00	8452.10	10717959.00	115.07	93.00	58.93	0.09	0.51	94.00	153.77	94.00	269.33	0.21	1.75	0.00	0.00	0.00	-1.00	21.07	64554.00	-0.14	126.49	99.00	-6878.00	401.15	81.28	85.22	0.04	6877.00	8473.17	100000.00	0.79	0.62
9	4	3	5723.00	12510.00	139.35	0	Spot (Block9, Row3, Column4)	54452.00	47074.40	30474684.00	121.06	97.00	50.65	0.10	0.42	96.00	113.19	96.00	123.86	0.07	1.09	9.00	0.00	0.00	1.00	25.06	63438.00	0.06	130.41	100.00	54452.00	1878.10	0.00	0.00	0.00	54453.00	47099.46	15.73	0.48	0.23
9	5	3	6025.00	12510.00	131.90	0	Spot (Block9, Row3, Column5)	54045.50	50178.03	28798920.00	90.76	87.00	15.14	0.02	0.17	97.00	110.51	97.00	64.67	0.06	0.59	1.00	0.00	0.00	-10.00	-6.24	42387.00	-0.31	114.07	102.00	-5404.55	-8047.10	0.00	0.00	0.00	54035.50	50171.80	100000.00	0.56	0.32
