ATF	1.0
31	41
"Checksum_ImageFile=9af1db4c0f1930d680dfd2d4245ca79b"
"Checksum_ResultFile=f22e1e59b8203700516803ce3223a004"
"Type=Mapix Results 2"
"DateTime=2021/04/15 19:23:11"
"ConfigFile="
"GalFile=L:\RPPA Service\Platform_Projects\2021-02-09_JPL_CoV-Array-7\64 pad grid.gal"
"PixelSize=5"
"Wavelengths=785, 670"
"ImageFiles=L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA0133_12860-V2 A01-D12_IgA_785\Joseph_2021-04-15_19h22m59_5µm_785nmGain000.tif, L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA01161_FastGreen\Joseph_2021-04-06_14h19m00_5µm.tif"
"GrinddingParameters=Find mode = Grid + Blocks + Spots | Max. diameter (% Dth) = 200.0 | Min. diameter (% Dth) = 50.0 | Max position offset (% pitch) = 30"
"QuantificationParameter=S/B border width (pixels) = 2.0 | Background diameter (pitch) = 2.0"
"JpegImage=L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA0133_12860-V2 A01-D12_IgA_785\Joseph_2021-04-15_19h22m59_5µm_785nmGain000.jpg"
"RatioFormulations=W2/W1 (670/785)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"Normalization=None"
"ImageOrigin=3680, 2560"
"ImageSize=17760.0, 71040.0"
"JpegOrigin=4615, 2705"
"JpegBrightness=30"
"JpegContrast=79"
"JpegBalance=28"
"Creator=Mapix 9.0.0"
"Scanner=ir710IVD IR0H8_IVD 717045"
"Temperature=32.8"
"Comment="
"Velocity=35 l/s"
"LaserPower=20.0, 5.0"
"PMTGain=0, 10"
"BatchFilename=L:\RPPA Service\InnooScan\Batch methods\CoV_Array image_processing.mbt"
"Block"	"Column"	"Row"	"X"	"Y"	"Dia."	"Flags"	"ID"	"F670 Median - B670"	"F670 Mean - B670"	"F670 Total Intensity"	"F785 Mean"	"F785 Median"	"F785 SD"	"F785 |log Mean/Median|"	"F785 CV"	"B785"	"B785 Mean"	"B785 Median"	"B785 SD"	"B785 |log Mean/Median|"	"B785 CV"	"% > B785+1SD"	"% > B785+2SD"	"F785 % Sat."	"F785 Median - B785"	"F785 Mean - B785"	"F785 Total Intensity"	"SNR 785"	"ExcludedMean 785"	"ExcludedMedian 785"	"Ratio of Medians (670/785)"	"Ratio of Means (670/785)"	"Median of Ratios (670/785)"	"Mean of Ratios (670/785)"	"Ratios SD (670/785)"	"Sum of Medians (670/785)"	"Sum of Means (670/785)"	"Log Ratio (670/785)"	"Rgn Ratio (670/785)"	"Rgn R2 (670/785)"
56	6	6	19857.00	62918.00	135.90	0	Spot (Block56, Row6, Column6)	55991.00	48760.41	29035784.00	45.70	45.00	9.05	0.01	0.20	48.00	48.74	48.00	10.06	0.01	0.21	10.00	0.00	0.00	-3.00	-2.30	22759.00	-0.30	49.08	48.50	-18663.67	-21207.57	0.00	0.00	0.00	55988.00	48758.11	100000.00	0.80	0.64
56	7	6	20158.00	62919.00	143.00	0	Spot (Block56, Row6, Column7)	56089.00	56073.76	36429284.00	44.42	44.00	6.09	0.00	0.14	48.00	48.94	48.00	8.77	0.01	0.18	3.00	0.00	0.00	-4.00	-3.58	24698.00	-0.51	44.88	45.00	-14022.25	-15666.84	0.00	0.00	0.00	56085.00	56070.18	100000.00	0.10	0.01
56	8	6	20473.00	62924.00	140.50	0	Spot (Block56, Row6, Column8)	55931.00	55902.25	34980612.00	51.75	53.00	8.41	0.01	0.16	47.00	47.57	47.00	8.95	0.01	0.19	40.00	4.00	0.00	6.00	4.75	27633.00	0.47	47.29	47.00	9321.83	11775.86	0.00	0.00	0.00	55937.00	55907.00	13.19	0.12	0.02
56	1	7	18353.00	63220.00	147.20	0	Spot (Block56, Row7, Column1)	33464.00	34223.76	25437604.00	45.57	43.00	9.53	0.03	0.21	47.00	48.38	47.00	9.81	0.01	0.20	16.00	1.00	0.00	-4.00	-1.43	26843.00	-0.29	47.00	46.00	-8366.00	-23997.35	0.00	0.00	0.00	33460.00	34222.33	100000.00	0.99	0.98
56	2	7	18656.00	63220.00	138.10	0	Spot (Block56, Row7, Column2)	56631.00	51798.90	30958696.00	57.24	58.00	5.80	0.01	0.10	48.00	48.71	48.00	9.81	0.01	0.20	51.00	3.00	0.00	10.00	9.24	29194.00	0.87	56.03	57.00	5663.10	5604.04	0.00	0.00	0.00	56641.00	51808.14	12.47	0.82	0.68
56	3	7	18952.00	63225.00	164.55	0	Spot (Block56, Row7, Column3)	15657.00	18684.70	21018972.00	45.84	45.00	10.11	0.01	0.22	46.00	47.09	46.00	9.53	0.01	0.20	18.00	3.00	0.00	-1.00	-0.16	34607.00	-0.13	41.12	41.00	-15657.00	-114690.38	0.00	0.00	0.00	15656.00	18684.54	100000.00	0.99	0.97
56	4	7	19257.00	63219.00	137.95	0	Spot (Block56, Row7, Column4)	53046.00	46263.68	28705096.00	43.92	41.50	11.45	0.02	0.26	47.00	48.07	47.00	9.64	0.01	0.20	17.00	3.00	0.00	-5.50	-3.08	22665.00	-0.43	48.56	45.50	-9644.73	-15042.26	0.00	0.00	0.00	53040.50	46260.61	100000.00	0.82	0.67
56	5	7	19556.00	63218.00	148.05	0	Spot (Block56, Row7, Column5)	56002.50	53178.77	37689788.00	53.60	54.00	12.04	0.00	0.22	48.00	48.65	48.00	9.76	0.01	0.20	44.00	16.00	0.00	6.00	5.60	32213.00	0.51	51.90	52.00	9333.75	9497.90	0.00	0.00	0.00	56008.50	53184.36	13.19	0.65	0.43
56	6	7	19852.00	63220.00	148.20	0	Spot (Block56, Row7, Column6)	29427.00	28886.79	23062640.00	46.27	46.00	6.47	0.00	0.14	47.00	48.02	47.00	9.50	0.01	0.20	5.00	0.00	0.00	-1.00	-0.73	27808.00	-0.18	50.09	49.00	-29427.00	-39546.58	0.00	0.00	0.00	29426.00	28886.05	100000.00	0.99	0.98
56	7	7	20174.00	63214.00	155.85	0	Spot (Block56, Row7, Column7)	27833.00	27389.32	24599260.00	52.72	54.00	9.63	0.01	0.18	46.00	46.40	46.00	8.73	0.00	0.19	48.00	11.00	0.00	8.00	6.72	35324.00	0.72	50.66	50.00	3479.12	4074.34	0.00	0.00	0.00	27841.00	27396.04	11.76	0.98	0.97
56	8	7	20456.00	63219.00	147.00	-50	Spot (Block56, Row7, Column8)	20.00	43.78	5614526.00	43.59	41.00	8.65	0.03	0.20	46.00	46.64	46.00	9.08	0.01	0.19	14.00	3.00	0.00	-5.00	-2.41	25590.00	-0.34	45.55	45.00	-4.00	-18.20	42.95	41.26	0.28	15.00	41.37	100000.00	0.90	0.82
56	1	8	18346.00	63530.00	163.20	0	Spot (Block56, Row8, Column1)	55644.00	48797.17	42630008.00	50.94	48.00	13.06	0.03	0.26	50.00	50.41	50.00	10.56	0.00	0.21	29.00	6.00	0.00	-2.00	0.94	37543.00	0.05	52.24	48.00	-27822.00	51895.32	0.00	0.00	0.00	55642.00	48798.11	100000.00	0.82	0.68
56	2	8	18662.00	63519.00	138.45	0	Spot (Block56, Row8, Column2)	56765.00	50382.50	30641204.00	47.54	46.00	8.99	0.01	0.19	47.00	47.76	47.00	9.92	0.01	0.21	18.00	1.00	0.00	-1.00	0.54	24627.00	-0.02	50.83	52.00	-56765.00	92875.62	0.00	0.00	0.00	56764.00	50383.04	100000.00	0.77	0.59
56	3	8	18958.00	63519.00	136.65	0	Spot (Block56, Row8, Column3)	56532.00	55109.52	32505284.00	58.99	59.00	8.07	0.00	0.14	47.00	47.83	47.00	9.37	0.01	0.20	62.00	22.00	0.00	12.00	11.99	29910.00	1.19	58.65	60.00	4711.00	4594.73	0.00	0.00	0.00	56544.00	55121.51	12.20	0.63	0.39
56	4	8	19248.00	63520.00	175.15	0	Spot (Block56, Row8, Column4)	56288.00	56056.44	56161556.00	42.22	40.00	10.35	0.02	0.25	48.00	48.96	48.00	9.45	0.01	0.19	10.00	0.00	0.00	-8.00	-5.78	36311.00	-0.71	48.60	48.00	-7036.00	-9701.86	0.00	0.00	0.00	56280.00	56050.66	100000.00	0.25	0.06
56	5	8	19530.00	63517.00	147.20	0	Spot (Block56, Row8, Column5)	56041.00	53397.13	37106080.00	46.94	45.00	7.91	0.02	0.17	47.00	47.76	47.00	9.32	0.01	0.20	15.00	0.00	0.00	-2.00	-0.06	27692.00	-0.09	49.46	50.50	-28020.50	-829053.44	0.00	0.00	0.00	56039.00	53397.07	100000.00	0.66	0.44
56	6	8	19859.00	63519.00	146.45	0	Spot (Block56, Row8, Column6)	56040.00	55649.02	37979288.00	45.66	44.00	6.78	0.02	0.15	47.00	47.42	47.00	9.15	0.00	0.19	8.00	0.00	0.00	-3.00	-1.34	26619.00	-0.19	46.43	45.00	-18680.00	-41487.66	0.00	0.00	0.00	56037.00	55647.68	100000.00	0.31	0.10
56	7	8	20141.00	63519.00	148.90	0	Spot (Block56, Row8, Column7)	56219.00	56211.44	39775504.00	51.52	52.00	7.43	0.00	0.14	47.00	47.62	47.00	9.28	0.01	0.19	28.00	1.00	0.00	5.00	4.52	31271.00	0.42	44.42	43.00	11243.80	12443.59	0.00	0.00	0.00	56224.00	56215.95	13.46	0.13	0.02
56	8	8	20435.00	63528.00	149.60	0	Spot (Block56, Row8, Column8)	56030.00	55975.71	40140028.00	62.49	64.00	11.09	0.01	0.18	45.00	46.78	45.00	9.77	0.02	0.21	73.00	47.00	0.00	19.00	17.49	38306.00	1.61	57.66	58.00	2948.95	3200.55	0.00	0.00	0.00	56049.00	55993.20	11.53	0.17	0.03
57	1	1	4872.00	65933.00	161.65	0	Spot (Block57, Row1, Column1)	57691.00	56839.56	46831356.00	57.18	56.00	7.80	0.01	0.14	63.00	151.69	63.00	340.97	0.38	2.25	0.00	0.00	0.00	-7.00	-5.82	41401.00	-0.28	61.43	62.00	-8241.57	-9772.46	0.00	0.00	0.00	57684.00	56833.75	100000.00	0.51	0.26
57	2	1	5168.00	65922.00	142.75	0	Spot (Block57, Row1, Column2)	12306.50	12481.42	11314576.00	51.04	50.00	12.59	0.01	0.25	62.00	61.30	62.00	10.83	0.00	0.18	4.00	0.00	0.00	-12.00	-10.96	28173.00	-0.95	55.85	57.00	-1025.54	-1138.61	0.00	0.00	0.00	12294.50	12470.46	100000.00	0.99	0.99
57	3	1	5456.00	65926.00	136.20	0	Spot (Block57, Row1, Column3)	45790.00	42616.54	25411900.00	50.02	50.00	8.99	0.00	0.18	61.00	60.76	61.00	10.83	0.00	0.18	0.00	0.00	0.00	-11.00	-10.98	25008.00	-0.99	55.37	55.00	-4162.73	-3879.87	0.00	0.00	0.00	45779.00	42605.55	100000.00	0.95	0.90
57	4	1	5756.00	65922.00	136.75	0	Spot (Block57, Row1, Column4)	25492.00	25277.59	16864268.00	56.99	57.00	8.75	0.00	0.15	62.00	66.88	62.00	25.43	0.03	0.38	0.00	0.00	0.00	-5.00	-5.01	28782.00	-0.39	56.75	57.00	-5098.40	-5049.52	0.00	0.00	0.00	25487.00	25272.59	100000.00	0.99	0.99
57	5	1	6059.00	65925.00	143.50	0	Spot (Block57, Row1, Column5)	57472.50	57422.26	36802740.00	54.77	56.00	9.17	0.01	0.17	61.00	65.66	61.00	29.72	0.03	0.45	0.00	0.00	0.00	-5.00	-6.23	30781.00	-0.37	48.83	47.00	-11494.50	-9217.74	0.00	0.00	0.00	57467.50	57416.03	100000.00	0.15	0.02
57	6	1	6347.00	65932.00	144.35	0	Spot (Block57, Row1, Column6)	18952.50	19520.97	15509594.00	61.87	62.00	8.44	0.00	0.14	62.00	61.74	62.00	19.17	0.00	0.31	1.00	0.00	0.00	0.00	-0.13	34523.00	0.01	59.82	59.00	100000.00	-149214.33	0.00	0.00	0.00	18952.50	19520.84	100000.00	0.97	0.94
57	7	1	6623.00	65934.00	144.60	0	Spot (Block57, Row1, Column7)	33255.00	33325.53	23818456.00	64.95	66.00	12.30	0.01	0.19	66.00	274.24	66.00	851.79	0.62	3.11	0.00	0.00	0.00	0.00	-1.05	37086.00	-0.25	60.73	61.50	100000.00	-31714.77	0.00	0.00	0.00	33255.00	33324.48	100000.00	0.96	0.93
57	8	1	6961.00	65918.00	151.65	0	Spot (Block57, Row1, Column8)	57475.00	57462.29	41213888.00	60.56	63.00	10.50	0.02	0.17	66.00	275.28	66.00	853.86	0.62	3.10	0.00	0.00	0.00	-3.00	-5.44	38092.00	-0.25	63.01	64.00	-19158.33	-10562.18	0.00	0.00	0.00	57472.00	57456.84	100000.00	0.15	0.02
57	1	2	4852.00	66226.00	221.75	0	Spot (Block57, Row2, Column1)	4553.00	4717.38	17515796.00	57.78	59.00	8.09	0.01	0.14	60.00	59.49	60.00	9.32	0.00	0.16	5.00	0.00	0.00	-1.00	-2.22	81409.00	-0.18	57.91	58.50	-4553.00	-2122.89	0.00	0.00	0.00	4552.00	4715.15	100000.00	0.97	0.93
57	2	2	5156.00	66224.00	151.35	0	Spot (Block57, Row2, Column2)	57581.00	57259.44	41084836.00	54.45	56.00	9.14	0.01	0.17	60.00	59.47	60.00	10.17	0.00	0.17	3.00	0.00	0.00	-4.00	-5.55	34301.00	-0.49	55.09	55.00	-14395.25	-10309.65	0.00	0.00	0.00	57577.00	57253.89	100000.00	0.26	0.07
57	3	2	5448.00	66219.00	138.45	0	Spot (Block57, Row2, Column3)	55991.50	46094.07	28192032.00	55.79	57.00	9.60	0.01	0.17	63.00	62.57	63.00	10.49	0.00	0.17	1.00	0.00	0.00	-6.00	-7.21	28956.00	-0.65	58.55	60.00	-9331.92	-6394.77	0.00	0.00	0.00	55985.50	46086.86	100000.00	0.94	0.89
57	4	2	5755.00	66223.00	146.30	0	Spot (Block57, Row2, Column4)	22077.00	21798.14	17396968.00	55.44	57.00	8.95	0.01	0.16	65.00	69.85	65.00	26.60	0.03	0.38	0.00	0.00	0.00	-8.00	-9.56	32211.00	-0.54	58.32	62.00	-2759.62	-2280.29	0.00	0.00	0.00	22069.00	21788.58	100000.00	0.99	0.98
57	5	2	6056.00	66223.00	235.15	0	Spot (Block57, Row2, Column5)	2166.00	2798.09	17399110.00	61.13	58.50	15.32	0.02	0.25	66.00	84.27	66.00	51.90	0.11	0.62	1.00	0.00	0.00	-7.50	-4.87	97316.00	-0.45	72.63	60.00	-288.80	-574.34	91.07	90.70	0.02	2158.50	2793.22	100000.00	0.90	0.82
57	6	2	6359.00	66226.00	142.60	0	Spot (Block57, Row2, Column6)	57120.50	54216.20	34572416.00	57.54	58.00	11.62	0.00	0.20	63.00	74.49	63.00	46.73	0.07	0.63	0.00	0.00	0.00	-5.00	-5.46	31760.00	-0.36	58.86	61.00	-11424.10	-9922.86	0.00	0.00	0.00	57115.50	54210.73	100000.00	0.77	0.59
57	7	2	6655.00	66226.00	141.55	0	Spot (Block57, Row2, Column7)	57031.00	48173.02	30775832.00	58.61	60.00	9.09	0.01	0.16	64.00	69.94	64.00	31.21	0.04	0.45	0.00	0.00	0.00	-4.00	-5.39	31824.00	-0.36	57.15	59.00	-14257.75	-8933.72	0.00	0.00	0.00	57027.00	48167.62	100000.00	0.91	0.82
57	8	2	6949.00	66225.00	247.85	0	Spot (Block57, Row2, Column8)	18881.00	20592.90	50915684.00	62.75	64.00	10.67	0.01	0.17	63.00	71.06	63.00	34.72	0.05	0.49	0.00	0.00	0.00	1.00	-0.25	111389.00	-0.24	59.55	61.00	18881.00	-83836.34	0.00	0.00	0.00	18882.00	20592.66	14.20	0.84	0.70
57	1	3	4861.00	66524.00	150.55	0	Spot (Block57, Row3, Column1)	57874.00	57803.93	40719548.00	64.85	65.00	9.37	0.00	0.14	63.00	62.67	63.00	11.12	0.00	0.18	18.00	0.00	0.00	2.00	1.85	40339.00	0.20	57.59	57.00	28937.00	31183.02	0.00	0.00	0.00	57876.00	57805.78	14.82	0.16	0.03
57	2	3	5159.00	66525.00	138.10	0	Spot (Block57, Row3, Column2)	35299.00	34881.40	21769096.00	66.52	67.00	8.46	0.00	0.13	63.00	65.41	63.00	17.02	0.02	0.26	2.00	0.00	0.00	4.00	3.52	33923.00	0.06	57.41	57.00	8824.75	9921.65	0.00	0.00	0.00	35303.00	34884.91	13.11	0.96	0.92
57	3	3	5436.00	66523.00	157.65	0	Spot (Block57, Row3, Column3)	3479.00	3633.34	7841430.00	57.35	59.00	10.29	0.01	0.18	63.00	65.49	63.00	16.98	0.02	0.26	0.00	0.00	0.00	-4.00	-5.65	39282.00	-0.48	57.33	58.00	-869.75	-642.61	0.00	0.00	0.00	3475.00	3627.69	100000.00	0.81	0.66
57	4	3	5749.00	66522.00	140.15	0	Spot (Block57, Row3, Column4)	41021.50	39999.48	25300552.00	60.34	61.00	9.71	0.00	0.16	61.00	60.87	61.00	10.33	0.00	0.17	12.00	0.00	0.00	0.00	-0.66	31861.00	-0.05	62.68	67.00	100000.00	-60863.85	0.00	0.00	0.00	41021.50	39998.82	100000.00	0.97	0.94
57	5	3	6060.00	66525.00	135.75	0	Spot (Block57, Row3, Column5)	51273.50	45384.63	26416616.00	69.94	70.00	9.53	0.00	0.14	68.00	87.61	68.00	51.15	0.11	0.58	0.00	0.00	0.00	2.00	1.94	34550.00	-0.35	69.92	69.00	25636.75	23402.95	0.00	0.00	0.00	51275.50	45386.57	14.65	0.92	0.85
57	6	3	6355.00	66524.00	145.30	0	Spot (Block57, Row3, Column6)	14440.50	14147.00	13137578.00	63.46	64.00	9.55	0.00	0.15	66.00	85.00	66.00	50.12	0.11	0.59	0.00	0.00	0.00	-2.00	-2.54	36807.00	-0.43	60.97	59.00	-7220.25	-5570.44	0.00	0.00	0.00	14438.50	14144.46	100000.00	0.97	0.94
57	7	3	6652.00	66531.00	141.85	0	Spot (Block57, Row3, Column7)	30602.50	31974.62	22070220.00	52.30	55.00	10.42	0.02	0.20	62.00	69.42	62.00	34.62	0.05	0.50	0.00	0.00	0.00	-7.00	-9.70	28558.00	-0.49	51.06	54.00	-4371.79	-3297.72	0.00	0.00	0.00	30595.50	31964.92	100000.00	0.97	0.95
57	8	3	6948.00	66520.00	144.30	0	Spot (Block57, Row3, Column8)	17743.00	18523.57	15110688.00	61.89	64.00	11.31	0.01	0.18	62.00	69.57	62.00	35.01	0.05	0.50	0.00	0.00	0.00	2.00	-0.11	35214.00	-0.22	60.20	59.00	8871.50	-164688.58	0.00	0.00	0.00	17745.00	18523.46	13.11	0.96	0.92
57	1	4	4855.00	66820.00	137.90	0	Spot (Block57, Row4, Column1)	45426.00	43087.88	26005908.00	63.13	63.00	8.94	0.00	0.14	67.00	74.48	67.00	33.03	0.05	0.44	0.00	0.00	0.00	-4.00	-3.87	32449.00	-0.34	65.56	67.00	-11356.50	-11134.83	0.00	0.00	0.00	45422.00	43084.01	100000.00	0.93	0.86
57	2	4	5152.00	66824.00	149.20	0	Spot (Block57, Row4, Column2)	8457.50	8304.82	9642771.00	53.70	55.00	9.27	0.01	0.17	68.00	83.19	68.00	41.04	0.09	0.49	0.00	0.00	0.00	-13.00	-14.30	32755.00	-0.72	54.08	53.00	-650.58	-580.62	0.00	0.00	0.00	8444.50	8290.52	100000.00	0.99	0.99
57	3	4	5454.00	66823.00	143.50	0	Spot (Block57, Row4, Column3)	58104.50	58079.99	36882712.00	58.72	57.00	11.12	0.01	0.19	63.00	71.61	63.00	31.65	0.06	0.44	0.00	0.00	0.00	-6.00	-4.28	33062.00	-0.41	62.75	62.00	-9684.08	-13584.98	0.00	0.00	0.00	58098.50	58075.71	100000.00	0.12	0.02
57	4	4	5735.00	66823.00	146.15	0	Spot (Block57, Row4, Column4)	53617.00	46628.13	31458544.00	54.86	57.00	11.31	0.02	0.21	61.00	62.54	61.00	14.21	0.01	0.23	0.00	0.00	0.00	-4.00	-6.14	31871.00	-0.54	59.39	60.00	-13404.25	-7588.50	0.00	0.00	0.00	53613.00	46621.98	100000.00	0.94	0.88
57	5	4	6063.00	66805.00	254.05	0	Spot (Block57, Row4, Column5)	1037.00	1150.63	16694243.00	71.79	68.00	26.42	0.02	0.37	65.00	72.99	65.00	30.27	0.05	0.41	9.00	5.00	0.00	3.00	6.79	134328.00	-0.04	82.35	69.00	345.67	169.34	40.07	46.64	0.33	1040.00	1157.43	8.43	0.76	0.57
57	6	4	6364.00	66816.00	180.85	0	Spot (Block57, Row4, Column6)	28878.50	29881.19	34959192.00	53.87	54.00	10.14	0.00	0.19	64.00	82.24	64.00	49.57	0.11	0.60	0.00	0.00	0.00	-10.00	-10.13	49289.00	-0.57	61.40	63.00	-2887.85	-2949.12	0.00	0.00	0.00	28868.50	29871.06	100000.00	0.99	0.98
57	7	4	6656.00	66833.00	180.40	0	Spot (Block57, Row4, Column7)	11088.50	13885.01	20209016.00	59.64	60.00	9.64	0.00	0.16	64.00	76.20	64.00	47.40	0.08	0.62	0.00	0.00	0.00	-4.00	-4.36	54395.00	-0.35	62.52	62.00	-2772.12	-3187.29	0.00	0.00	0.00	11084.50	13880.65	100000.00	0.93	0.86
57	8	4	6950.00	66822.00	137.10	0	Spot (Block57, Row4, Column8)	37563.50	37724.71	23230960.00	63.92	66.00	11.29	0.01	0.18	60.00	59.89	60.00	10.82	0.00	0.18	32.00	1.00	0.00	6.00	3.92	32599.00	0.37	63.88	65.00	6260.58	9624.61	0.00	0.00	0.00	37569.50	37728.63	12.61	0.94	0.89
57	1	5	4860.00	67127.00	139.05	0	Spot (Block57, Row5, Column1)	58106.00	58059.70	34119876.00	55.80	57.00	8.52	0.01	0.15	74.00	94.65	74.00	52.26	0.11	0.55	0.00	0.00	0.00	-17.00	-18.20	29073.00	-0.74	56.30	56.00	-3418.00	-3190.50	0.00	0.00	0.00	58089.00	58041.50	100000.00	0.16	0.03
57	2	5	5158.00	67125.00	139.00	0	Spot (Block57, Row5, Column2)	44392.00	41629.67	25531520.00	55.30	54.00	7.39	0.01	0.13	70.00	89.71	70.00	46.37	0.11	0.52	0.00	0.00	0.00	-16.00	-14.70	28810.00	-0.74	58.50	59.00	-2774.50	-2831.47	0.00	0.00	0.00	44376.00	41614.96	100000.00	0.95	0.91
57	3	5	5455.00	67126.00	146.35	0	Spot (Block57, Row5, Column3)	58259.00	57881.68	37856936.00	63.19	64.00	8.18	0.01	0.13	62.00	68.77	62.00	29.11	0.05	0.42	0.00	0.00	0.00	2.00	1.19	36713.00	-0.19	62.86	64.00	29129.50	48667.59	0.00	0.00	0.00	58261.00	57882.87	14.83	0.45	0.20
57	4	5	5747.00	67123.00	144.45	0	Spot (Block57, Row5, Column4)	58248.00	58248.00	37027584.00	56.18	57.00	9.20	0.01	0.16	62.00	64.42	62.00	18.00	0.02	0.28	0.00	0.00	0.00	-5.00	-5.82	31743.00	-0.46	63.45	63.50	-11649.60	-10012.21	0.00	0.00	0.00	58243.00	58242.18	100000.00	1.00	1.00
57	5	5	6061.00	67126.00	139.80	0	Spot (Block57, Row5, Column5)	58160.00	58152.66	34729936.00	62.69	62.00	8.44	0.00	0.13	62.00	64.33	62.00	18.00	0.02	0.28	2.00	0.00	0.00	0.00	0.69	33227.00	-0.09	60.91	61.00	100000.00	83980.85	0.00	0.00	0.00	58160.00	58153.36	100000.00	0.12	0.01
57	6	5	6362.00	67124.00	139.60	0	Spot (Block57, Row5, Column6)	44233.00	42123.87	26305788.00	56.25	56.00	7.68	0.00	0.14	61.00	73.83	61.00	47.61	0.08	0.64	0.00	0.00	0.00	-5.00	-4.75	29642.00	-0.37	59.76	62.50	-8846.60	-8861.99	0.00	0.00	0.00	44228.00	42119.12	100000.00	0.94	0.89
57	7	5	6654.00	67121.00	150.65	0	Spot (Block57, Row5, Column7)	57833.00	56692.70	40182648.00	59.33	56.00	11.12	0.03	0.19	63.00	75.39	63.00	47.70	0.08	0.63	0.00	0.00	0.00	-7.00	-3.67	37020.00	-0.34	70.88	68.00	-8261.86	-15434.66	0.00	0.00	0.00	57826.00	56689.02	100000.00	0.35	0.12
57	8	5	6961.00	67124.00	141.55	0	Spot (Block57, Row5, Column8)	58135.00	57969.89	35430764.00	53.47	54.00	13.12	0.00	0.25	59.00	58.17	59.00	10.79	0.01	0.19	15.00	0.00	0.00	-5.00	-5.53	28981.00	-0.44	54.49	56.00	-11627.00	-10483.71	0.00	0.00	0.00	58130.00	57964.36	100000.00	0.16	0.02
57	1	6	4855.00	67423.00	139.40	0	Spot (Block57, Row6, Column1)	27303.00	27680.83	18373976.00	63.73	64.00	8.05	0.00	0.13	71.00	88.74	71.00	47.33	0.10	0.53	0.00	0.00	0.00	-7.00	-7.27	33393.00	-0.53	64.28	63.00	-3900.43	-3806.02	0.00	0.00	0.00	27296.00	27673.56	100000.00	0.96	0.93
57	2	6	5148.00	67433.00	144.50	0	Spot (Block57, Row6, Column2)	38441.00	37786.30	25663800.00	59.87	62.00	11.09	0.02	0.19	63.00	71.44	63.00	31.13	0.05	0.44	0.00	0.00	0.00	-1.00	-3.13	34067.00	-0.37	63.41	65.00	-38441.00	-12078.88	0.00	0.00	0.00	38440.00	37783.18	100000.00	1.00	0.99
57	3	6	5427.00	67422.00	143.65	0	Spot (Block57, Row6, Column3)	46653.00	43739.95	28400348.00	63.41	64.00	7.78	0.00	0.12	59.00	59.09	59.00	9.63	0.00	0.16	25.00	1.00	0.00	5.00	4.41	35257.00	0.45	60.54	61.00	9330.60	9914.15	0.00	0.00	0.00	46658.00	43744.36	13.19	0.95	0.91
57	4	6	5754.00	67428.00	144.00	0	Spot (Block57, Row6, Column4)	58314.00	58202.54	37226304.00	50.80	52.00	9.04	0.01	0.18	59.00	60.75	59.00	13.17	0.01	0.22	0.00	0.00	0.00	-7.00	-8.20	28906.00	-0.76	50.97	49.00	-8330.57	-7099.09	0.00	0.00	0.00	58307.00	58194.34	100000.00	0.19	0.04
57	5	6	6060.00	67426.00	139.15	0	Spot (Block57, Row6, Column5)	58302.50	58230.84	34172124.00	58.52	60.00	8.82	0.01	0.15	62.50	70.71	62.50	35.01	0.05	0.50	0.00	0.00	0.00	-2.50	-3.98	30548.00	-0.35	59.32	62.00	-23321.00	-14634.81	0.00	0.00	0.00	58300.00	58226.86	100000.00	0.21	0.04
57	6	6	6359.00	67424.00	137.70	0	Spot (Block57, Row6, Column6)	38454.50	37791.57	22971124.00	58.70	61.00	10.79	0.02	0.18	62.00	69.01	62.00	34.04	0.05	0.49	0.00	0.00	0.00	-1.00	-3.30	29818.00	-0.30	57.39	58.00	-38454.50	-11441.07	0.00	0.00	0.00	38453.50	37788.27	100000.00	0.96	0.92
57	7	6	6654.00	67424.00	144.00	0	Spot (Block57, Row6, Column7)	58260.00	58137.25	37023644.00	63.33	63.00	5.77	0.00	0.09	62.00	72.12	62.00	42.76	0.07	0.59	0.00	0.00	0.00	1.00	1.33	35843.00	-0.21	59.19	58.50	58260.00	43815.84	0.00	0.00	0.00	58261.00	58138.58	15.83	0.26	0.07
57	8	6	6963.00	67429.00	141.95	0	Spot (Block57, Row6, Column8)	58429.00	58229.09	35803920.00	52.32	53.00	7.75	0.01	0.15	59.00	69.11	59.00	41.97	0.07	0.61	0.00	0.00	0.00	-6.00	-6.68	28674.00	-0.40	50.31	50.00	-9738.17	-8723.22	0.00	0.00	0.00	58423.00	58222.42	100000.00	0.28	0.08
57	1	7	4853.00	67725.00	145.25	0	Spot (Block57, Row7, Column1)	14775.00	14603.38	12538669.00	55.12	57.00	11.14	0.01	0.20	62.00	63.71	62.00	13.94	0.01	0.22	0.00	0.00	0.00	-5.00	-6.88	31696.00	-0.62	55.22	56.00	-2955.00	-2123.66	0.00	0.00	0.00	14770.00	14596.50	100000.00	0.99	0.98
